val_loss,val_acc,epoch,step,test_loss,test_acc
0.27025118470191956,0.9210000038146973,0,859,,
0.20714548230171204,0.9405999779701233,1,1719,,
0.1740221381187439,0.9491999745368958,2,2579,,
0.14800110459327698,0.9562000036239624,3,3439,,
0.13220317661762238,0.9617999792098999,4,4299,,
,,4,4300,0.13612741231918335,0.9578999876976013
