val_loss,val_acc,epoch,step,test_loss,test_acc
0.26927947998046875,0.9232000112533569,0,859,,
0.20429284870624542,0.9383999705314636,1,1719,,
0.1736709624528885,0.9472000002861023,2,2579,,
0.15335248410701752,0.9539999961853027,3,3439,,
0.13901583850383759,0.9571999907493591,4,4299,,
,,4,4300,0.1350681632757187,0.9581000208854675
